 16  6  1360
   1     436.0      90.0        2390         907       .30
   2     211.0      46.0   78  156    0   78       .48
   3      41.0     497.0  196  294    0   98       .37
   4     423.0     165.0   44   88    0   44       .40
   5     489.0      66.0  130  195    0   65       .49
   6     346.0     123.0  190  285    0   95       .33
   7     365.0     388.0   22   33    0   11       .26
   8     480.0     497.0  114  171    0   57       .25
   9     205.0     297.0   38   76    0   38       .25
  10     238.0     464.0   94  141    0   47       .12
  11     339.0     138.0  180  270    0   90       .30
  12     300.0     408.0  188  282    0   94       .33
  13     272.0      69.0   30   60    0   30       .47
  14      90.0      67.0   55  110    0   55       .11
  15     474.0     244.0   86  172    0   86       .34
  16     270.0     285.0   38   57    0   19       .46
