 26  6  2155
   1     444.0      37.0        3729        1437       .03
   2     372.0     255.0  128  192    0   64       .03
   3     481.0     195.0   84  126    0   42       .04
   4     162.0     134.0   49   98    0   49       .05
   5     162.0     396.0   74  111    0   37       .04
   6     441.0     211.0   23   46    0   23       .05
   7     230.0     206.0   79  158    0   79       .02
   8      14.0     238.0   47   94    0   47       .05
   9     116.0     405.0  150  225    0   75       .05
  10     113.0     135.0   58  116    0   58       .04
  11     407.0     486.0   62   93    0   31       .02
  12     475.0     214.0   38   57    0   19       .05
  13     166.0     329.0  196  294    0   98       .03
  14     349.0     158.0   67  134    0   67       .04
  15     153.0     275.0   76  152    0   76       .04
  16     268.0     331.0   56  112    0   56       .03
  17     194.0     277.0   59  118    0   59       .03
  18     343.0     149.0  150  225    0   75       .03
  19      17.0     302.0   46   69    0   23       .02
  20     103.0      37.0  148  222    0   74       .02
  21     427.0     232.0   80  120    0   40       .04
  22     345.0     384.0   54  108    0   54       .02
  23     243.0     432.0  180  270    0   90       .03
  24     111.0     197.0  198  297    0   99       .03
  25      24.0     180.0   14   28    0   14       .02
  26     252.0     458.0  176  264    0   88       .02
