26  6  1854
   1     377.0     115.0        3057        1236       .03
   2     249.0     202.0   13   26    0   13       .04
   3      92.0     278.0   76  152    0   76       .01
   4     165.0     253.0   25   50    0   25       .02
   5     365.0     158.0   56  112    0   56       .04
   6     476.0     384.0   15   30    0   15       .03
   7      92.0     182.0   19   38    0   19       .05
   8     105.0     295.0  192  288    0   96       .03
   9      46.0     362.0   36   54    0   18       .03
  10      45.0     254.0  166  249    0   83       .04
  11     162.0     494.0  108  162    0   54       .04
  12     190.0     385.0   85  170    0   85       .03
  13     366.0     331.0   54   81    0   27       .03
  14     439.0      63.0   32   64    0   32       .04
  15     161.0      10.0   72  108    0   36       .01
  16     407.0     132.0  128  192    0   64       .03
  17     477.0     411.0   83  166    0   83       .03
  18     237.0     459.0   54  108    0   54       .02
  19       7.0     120.0   15   30    0   15       .04
  20     341.0     415.0   35   70    0   35       .02
  21     270.0     193.0  116  174    0   58       .02
  22     138.0     153.0   54   81    0   27       .04
  23     297.0     373.0   78  156    0   78       .04
  24     144.0     179.0  162  243    0   81       .03
  25     409.0     372.0   65  130    0   65       .05
  26        .0     283.0   82  123    0   41       .03
