 31  6  2763
   1      81.0      66.0        4890        1842       .03
   2      95.0     455.0   68  102    0   34       .02
   3     433.0     229.0   12   24    0   12       .03
   4     469.0      60.0   38   76    0   38       .03
   5     330.0     207.0   41   82    0   41       .02
   6     453.0     346.0   56  112    0   56       .02
   7     238.0      76.0  176  264    0   88       .03
   8     368.0     186.0  112  168    0   56       .04
   9       3.0     339.0  110  165    0   55       .04
  10     420.0     436.0   83  166    0   83       .02
  11     385.0     391.0  174  261    0   87       .04
  12      69.0     268.0   88  176    0   88       .02
  13     148.0     358.0  198  297    0   99       .02
  14     322.0      12.0  104  156    0   52       .02
  15     204.0     165.0  176  264    0   88       .03
  16     250.0     172.0   51  102    0   51       .02
  17     307.0     492.0  182  273    0   91       .04
  18     351.0     276.0  118  177    0   59       .01
  19     139.0     241.0   60  120    0   60       .04
  20     126.0     272.0  106  159    0   53       .04
  21      79.0     453.0  168  252    0   84       .02
  22     442.0     124.0   17   34    0   17       .04
  23     341.0     210.0   94  141    0   47       .05
  24     147.0     298.0  136  204    0   68       .02
  25     181.0      63.0  112  168    0   56       .03
  26     127.0      73.0  178  267    0   89       .02
  27     497.0     152.0  134  201    0   67       .05
  28     442.0     454.0   64  128    0   64       .03
  29     165.0     372.0   66   99    0   33       .02
  30      31.0      14.0   99  198    0   99       .01
  31     255.0      71.0   27   54    0   27       .01
