 11  6  766
   1     279.0     449.0        1251         511       .03
   2     108.0     221.0   51  102    0   51       .02
   3     423.0      64.0   78  156    0   78       .02
   4      38.0     152.0   12   24    0   12       .02
   5     339.0     128.0   10   20    0   10       .02
   6      78.0     320.0  150  225    0   75       .04
   7     319.0     306.0   69  138    0   69       .05
   8      23.0     440.0   19   38    0   19       .02
   9     206.0     151.0  110  165    0   55       .02
  10     243.0     453.0  198  297    0   99       .03
  11     249.0      67.0   43   86    0   43       .02
