16  3  1077
   1     249.0     454.0        1716         718       .03
   2     449.0     228.0   11   22    0   11       .02
   3     221.0     329.0   26   52    0   26       .02
   4      64.0      54.0  132  198    0   66       .02
   5     152.0     255.0  182  273    0   91       .02
   6     128.0     498.0   95  190    0   95       .04
   7     320.0     185.0   24   36    0   12       .05
   8     306.0     330.0   42   84    0   42       .02
   9     440.0     230.0   34   51    0   17       .02
  10     151.0     453.0   59  118    0   59       .03
  11     453.0     184.0   54   81    0   27       .02
  12      67.0     211.0   62  124    0   62       .04
  13      30.0      93.0  134  201    0   67       .02
  14     453.0      90.0   10   20    0   10       .03
  15     132.0     325.0   51  102    0   51       .02
  16     194.0     380.0   82  164    0   82       .02
